session_id,customer_id,visit_date,device,pages_viewed,session_duration_min,converted
SESS923228,CUST100822,2024-01-26,Mobile,3,6.47,0
SESS923229,CUST101359,2025-09-25,Desktop,7,6.4,0
SESS923230,CUST100634,2025-09-06,Tablet,5,4.51,0
SESS923231,CUST101575,2024-05-21,Mobile,3,6.57,0
SESS923232,CUST101983,2025-03-01,Desktop,5,5.44,0
SESS923233,CUST102743,2025-07-22,Desktop,4,9.08,0
SESS923234,CUST100344,2024-08-27,Mobile,5,17.2,0
SESS923235,CUST101988,2025-05-21,Mobile,7,9.02,0
SESS923236,CUST102015,2024-06-18,Mobile,4,4.04,0
SESS923237,CUST101516,2024-09-12,Mobile,5,4.13,0
SESS923238,CUST102413,2024-07-18,Mobile,3,13.02,0
SESS923239,CUST101218,2025-08-16,Mobile,2,0.65,1
SESS923240,CUST102835,2025-06-01,Desktop,6,3.3,0
SESS923241,CUST101621,2025-08-19,Mobile,7,3.85,0
SESS923242,CUST101364,2025-06-08,Mobile,6,0.6,0
SESS923243,CUST101045,2025-07-22,Mobile,3,0.67,0
SESS923244,CUST100271,2024-08-01,Desktop,2,11.23,0
SESS923245,CUST101253,2025-12-15,Mobile,4,4.54,1
SESS923246,CUST102016,2024-08-20,Mobile,4,10.98,0
SESS923247,CUST100126,2025-07-05,Mobile,3,0.91,0
SESS923248,CUST102469,2024-11-28,Mobile,3,1.43,0
SESS923249,CUST102638,2025-11-11,Desktop,8,0.84,1
SESS923250,CUST101445,2025-12-20,Desktop,5,3.18,0
SESS923251,CUST101543,2025-09-07,Mobile,1,8.11,0
SESS923252,CUST100883,2025-02-12,Mobile,2,8.24,0
SESS923253,CUST101582,2025-10-26,Desktop,6,2.28,0
SESS923254,CUST102289,2024-05-24,Tablet,7,2.64,0
SESS923255,CUST102819,2025-05-28,Desktop,4,0.7,0
SESS923256,CUST100800,2025-12-30,Mobile,3,1.24,0
SESS923257,CUST101926,2025-03-24,Mobile,3,5.16,0
SESS923258,CUST101426,2025-07-14,Mobile,5,0.57,0
SESS923259,CUST101127,2025-10-10,Mobile,3,4.89,0
SESS923260,CUST101990,2025-01-13,Desktop,4,3.31,0
SESS923261,CUST101570,2024-05-19,Mobile,2,1.97,0
SESS923262,CUST102808,2024-01-16,Tablet,3,1.75,0
SESS923263,CUST102780,2025-07-03,Desktop,3,6.08,0
SESS923264,CUST102812,2024-07-30,Mobile,4,1.36,0
SESS923265,CUST102091,2024-06-17,Mobile,4,7.88,0
SESS923266,CUST100662,2025-01-26,Desktop,7,12.32,1
SESS923267,CUST100845,2024-08-18,Mobile,3,10.48,0
SESS923268,CUST101893,2024-02-14,Mobile,5,6.72,1
SESS923269,CUST101610,2025-06-10,Mobile,3,5.98,0
SESS923270,CUST100221,2025-07-19,Mobile,6,0.89,0
SESS923271,CUST102106,2025-05-05,Mobile,5,3.3,0
SESS923272,CUST102331,2025-04-17,Mobile,1,0.88,1
SESS923273,CUST100661,2024-08-17,Mobile,4,6.17,0
SESS923274,CUST101038,2024-08-23,Mobile,2,5.74,0
SESS923275,CUST102143,2025-07-20,Mobile,6,1.04,0
SESS923276,CUST100800,2024-07-10,Mobile,5,1.85,0
SESS923277,CUST101489,2024-05-19,Mobile,8,16.37,0
SESS923278,CUST101980,2024-06-25,Desktop,5,6.46,0
SESS923279,CUST100549,2024-09-21,Tablet,3,3.73,0
SESS923280,CUST100427,2025-08-12,Mobile,4,3.71,0
SESS923281,CUST100493,2025-08-02,Desktop,4,14.18,0
SESS923282,CUST102855,2024-12-25,Mobile,5,2.37,0
SESS923283,CUST102059,2025-06-15,Mobile,4,1.94,1
SESS923284,CUST102298,2024-06-20,Mobile,4,2.02,0
SESS923285,CUST101248,2024-04-04,Desktop,8,9.07,0
SESS923286,CUST101837,2025-02-26,Mobile,3,8.56,0
SESS923287,CUST101691,2025-07-04,Mobile,5,1.99,0
SESS923288,CUST102324,2024-10-25,Mobile,5,2.67,0
SESS923289,CUST100514,2025-03-15,Desktop,4,8.97,0
SESS923290,CUST100275,2025-11-06,Mobile,3,11.5,0
SESS923291,CUST100200,2025-07-29,Mobile,5,1.17,1
SESS923292,CUST101656,2024-09-16,Desktop,6,5.4,0
SESS923293,CUST100193,2025-02-27,Mobile,6,1.7,0
SESS923294,CUST102362,2025-07-27,Mobile,4,1.06,0
SESS923295,CUST101485,2025-01-18,Desktop,7,3.29,0
SESS923296,CUST100017,2025-12-16,Mobile,7,2.45,0
SESS923297,CUST102324,2024-11-28,Mobile,4,2.21,0
SESS923298,CUST102901,2024-01-14,Desktop,3,2.35,0
SESS923299,CUST100002,2025-07-02,Desktop,4,1.02,0
SESS923300,CUST100127,2025-08-10,Mobile,5,3.23,1
SESS923301,CUST100638,2025-11-18,Mobile,2,7.06,0
SESS923302,CUST102768,2025-08-05,Desktop,4,2.23,0
SESS923303,CUST101479,2024-10-07,Mobile,4,4.07,0
SESS923304,CUST102852,2024-07-12,Mobile,2,3.93,0
SESS923305,CUST102084,2025-08-27,Mobile,2,10.54,0
SESS923306,CUST101666,2024-01-29,Mobile,5,11.62,0
SESS923307,CUST101102,2024-07-20,Mobile,8,4.9,0
SESS923308,CUST102467,2025-08-17,Desktop,3,4.49,0
SESS923309,CUST100029,2024-12-22,Mobile,4,1.86,1
SESS923310,CUST101943,2025-05-03,Mobile,2,3.78,0
SESS923311,CUST102721,2024-10-02,Mobile,7,1.7,1
SESS923312,CUST102624,2025-11-05,Desktop,5,2.77,1
SESS923313,CUST102941,2024-05-05,Mobile,3,7.76,0
SESS923314,CUST100879,2025-03-08,Mobile,3,0.57,0
SESS923315,CUST100439,2025-12-29,Desktop,6,2.76,0
SESS923316,CUST100409,2025-12-11,Desktop,2,0.64,0
SESS923317,CUST100517,2025-10-16,Tablet,9,7.96,0
SESS923318,CUST102076,2024-03-21,Tablet,7,1.26,0
SESS923319,CUST101790,2025-07-18,Mobile,6,6.54,0
SESS923320,CUST100026,2025-12-26,Desktop,6,0.5,0
SESS923321,CUST101892,2024-05-30,Mobile,5,6.43,0
SESS923322,CUST100617,2024-11-02,Desktop,5,0.91,0
SESS923323,CUST100284,2024-01-08,Desktop,8,4.42,0
SESS923324,CUST100386,2025-10-10,Mobile,6,7.77,0
SESS923325,CUST101826,2024-08-05,Mobile,3,5.18,0
SESS923326,CUST102703,2025-03-18,Mobile,5,5.28,0
SESS923327,CUST100937,2025-08-29,Mobile,7,1.63,0
SESS923328,CUST102488,2025-03-19,Desktop,9,7.86,0
SESS923329,CUST102342,2024-11-20,Mobile,1,0.92,0
SESS923330,CUST102222,2025-11-13,Desktop,6,2.81,1
SESS923331,CUST101452,2024-03-30,Desktop,4,6.0,0
SESS923332,CUST100961,2024-04-01,Tablet,5,0.75,0
SESS923333,CUST100012,2025-09-06,Mobile,8,0.51,0
SESS923334,CUST102493,2025-08-09,Mobile,6,4.57,0
SESS923335,CUST100096,2024-02-29,Tablet,5,4.91,0
SESS923336,CUST100780,2024-07-03,Mobile,6,5.93,0
SESS923337,CUST100164,2024-02-25,Mobile,4,3.38,0
SESS923338,CUST101183,2025-05-14,Mobile,4,4.97,0
SESS923339,CUST100241,2024-07-05,Mobile,5,2.04,0
SESS923340,CUST102373,2024-07-15,Mobile,6,3.15,0
SESS923341,CUST100196,2025-06-12,Mobile,3,0.69,0
SESS923342,CUST102242,2025-03-23,Desktop,3,2.91,0
SESS923343,CUST101811,2024-07-26,Desktop,6,3.14,0
SESS923344,CUST102863,2024-03-15,Mobile,4,1.77,0
SESS923345,CUST101572,2025-11-13,Desktop,6,3.78,0
SESS923346,CUST102196,2024-12-20,Mobile,4,3.51,0
SESS923347,CUST102442,2024-09-21,Mobile,9,1.36,0
SESS923348,CUST100062,2025-12-28,Mobile,5,1.27,0
SESS923349,CUST100204,2024-07-20,Mobile,4,1.84,0
SESS923350,CUST102333,2025-09-16,Mobile,4,1.56,0
SESS923351,CUST102913,2025-05-12,Mobile,7,3.51,0
SESS923352,CUST100610,2024-10-19,Mobile,3,2.07,0
SESS923353,CUST102821,2024-06-24,Mobile,4,1.64,0
SESS923354,CUST102670,2025-07-26,Desktop,5,6.51,0
SESS923355,CUST100800,2025-11-01,Mobile,3,3.86,0
SESS923356,CUST101986,2025-06-14,Mobile,5,1.14,0
SESS923357,CUST100234,2025-08-09,Desktop,3,4.27,0
SESS923358,CUST100209,2024-03-15,Mobile,6,12.41,0
SESS923359,CUST101358,2024-12-17,Mobile,6,1.56,0
SESS923360,CUST102461,2024-12-09,Desktop,3,6.42,0
SESS923361,CUST100072,2024-11-22,Desktop,5,7.14,0
SESS923362,CUST102243,2024-12-25,Mobile,5,0.75,1
SESS923363,CUST102700,2025-07-14,Mobile,4,1.49,0
SESS923364,CUST101010,2024-06-21,Mobile,3,3.5,0
SESS923365,CUST100609,2025-01-03,Mobile,1,1.03,0
SESS923366,CUST101821,2024-10-04,Mobile,8,0.97,0
SESS923367,CUST102370,2025-07-22,Desktop,5,15.74,0
SESS923368,CUST101299,2025-05-25,Mobile,2,7.05,0
SESS923369,CUST100748,2025-10-19,Desktop,3,1.05,0
SESS923370,CUST102894,2024-07-27,Mobile,5,1.57,0
SESS923371,CUST102555,2025-10-30,Mobile,3,23.77,0
SESS923372,CUST101419,2024-12-16,Tablet,4,1.18,0
SESS923373,CUST101823,2024-08-23,Mobile,4,0.58,0
SESS923374,CUST100649,2024-10-19,Desktop,2,1.63,0
SESS923375,CUST101040,2024-05-29,Desktop,5,1.82,0
SESS923376,CUST100704,2025-06-01,Mobile,3,3.32,0
SESS923377,CUST100656,2024-05-02,Mobile,11,2.33,0
SESS923378,CUST102615,2025-09-20,Mobile,5,7.99,0
SESS923379,CUST101214,2024-12-05,Desktop,7,3.26,0
SESS923380,CUST101929,2024-02-02,Mobile,10,1.33,0
SESS923381,CUST101625,2024-11-28,Desktop,2,2.49,0
SESS923382,CUST100770,2024-12-18,Mobile,5,6.0,1
SESS923383,CUST102286,2025-10-04,Mobile,4,0.96,0
SESS923384,CUST102135,2025-02-17,Mobile,5,2.2,1
SESS923385,CUST102718,2024-01-14,Mobile,7,1.18,0
SESS923386,CUST100797,2024-06-09,Mobile,4,4.09,0
SESS923387,CUST102461,2025-10-18,Mobile,3,5.7,0
SESS923388,CUST102418,2024-04-23,Mobile,3,3.21,0
SESS923389,CUST100127,2024-10-02,Tablet,7,3.71,0
SESS923390,CUST100587,2025-06-02,Desktop,9,6.37,0
SESS923391,CUST100803,2024-11-22,Mobile,7,0.84,0
SESS923392,CUST102107,2025-08-19,Mobile,5,1.82,0
SESS923393,CUST100092,2025-09-26,Desktop,5,2.59,0
SESS923394,CUST101081,2024-06-29,Mobile,7,2.55,0
SESS923395,CUST100399,2024-07-29,Mobile,9,6.85,0
SESS923396,CUST102108,2025-01-30,Mobile,4,15.91,0
SESS923397,CUST100827,2025-09-04,Mobile,4,3.49,0
SESS923398,CUST100095,2025-08-04,Mobile,8,2.78,0
SESS923399,CUST101559,2025-11-02,Mobile,3,1.48,0
SESS923400,CUST100679,2024-05-17,Mobile,7,5.7,0
SESS923401,CUST101065,2024-07-20,Mobile,8,1.5,0
SESS923402,CUST100000,2024-10-03,Mobile,5,3.98,0
SESS923403,CUST102431,2024-11-27,Mobile,5,4.83,0
SESS923404,CUST100477,2025-04-04,Desktop,5,3.45,0
SESS923405,CUST100023,2025-02-07,Mobile,3,6.76,0
SESS923406,CUST100175,2025-10-23,Mobile,4,2.72,0
SESS923407,CUST101946,2025-02-17,Mobile,2,14.9,0
SESS923408,CUST102927,2025-12-27,Mobile,5,1.49,0
SESS923409,CUST101542,2024-04-20,Desktop,4,4.51,0
SESS923410,CUST100481,2024-01-01,Mobile,3,1.36,0
SESS923411,CUST102273,2025-11-09,Desktop,8,5.86,0
SESS923412,CUST100434,2025-12-15,Mobile,4,7.48,0
SESS923413,CUST102845,2024-12-19,Mobile,8,0.74,0
SESS923414,CUST101067,2025-10-17,Desktop,7,4.74,1
SESS923415,CUST101886,2025-10-17,Desktop,5,1.18,0
SESS923416,CUST100246,2024-10-16,Mobile,5,1.41,0
SESS923417,CUST102183,2024-11-11,Tablet,5,6.51,1
SESS923418,CUST101096,2024-03-19,Mobile,4,1.9,0
SESS923419,CUST101004,2024-06-17,Mobile,3,0.51,0
SESS923420,CUST101724,2024-04-26,Mobile,6,10.05,0
SESS923421,CUST102847,2024-02-22,Desktop,4,5.66,0
SESS923422,CUST100970,2025-09-18,Mobile,8,1.01,0
SESS923423,CUST101933,2024-10-31,Desktop,4,0.81,0
SESS923424,CUST102831,2024-07-03,Mobile,3,0.72,0
SESS923425,CUST102514,2024-03-27,Mobile,3,6.53,0
SESS923426,CUST100312,2024-03-22,Desktop,1,16.06,0
SESS923427,CUST102489,2025-03-27,Mobile,7,0.71,0
SESS923428,CUST100524,2024-10-11,Desktop,7,6.61,0
SESS923429,CUST100887,2025-02-04,Mobile,4,7.13,0
SESS923430,CUST100854,2025-12-15,Mobile,6,1.83,0
SESS923431,CUST101536,2025-09-23,Mobile,8,2.06,0
SESS923432,CUST101667,2024-06-13,Mobile,5,2.69,0
SESS923433,CUST100707,2025-12-27,Mobile,5,8.22,1
SESS923434,CUST101047,2024-04-15,Mobile,8,9.36,1
SESS923435,CUST101044,2025-01-29,Desktop,5,1.75,0
SESS923436,CUST102990,2024-04-15,Mobile,7,9.29,0
SESS923437,CUST102412,2025-03-17,Mobile,4,2.37,0
SESS923438,CUST102103,2024-10-05,Mobile,4,0.95,0
SESS923439,CUST100635,2025-04-15,Desktop,6,2.65,0
SESS923440,CUST102013,2025-08-30,Mobile,3,2.18,0
SESS923441,CUST101660,2024-12-17,Desktop,4,5.96,0
SESS923442,CUST101508,2024-09-20,Mobile,8,1.28,0
SESS923443,CUST100514,2025-10-04,Tablet,8,1.77,0
SESS923444,CUST102751,2025-03-02,Mobile,4,7.05,0
SESS923445,CUST100741,2025-08-31,Mobile,6,5.34,1
SESS923446,CUST100125,2025-06-22,Mobile,1,4.99,0
SESS923447,CUST100230,2024-04-27,Desktop,5,2.08,0
SESS923448,CUST102158,2025-04-25,Desktop,5,1.91,0
SESS923449,CUST101759,2024-09-29,Desktop,8,0.74,0
SESS923450,CUST100533,2024-11-07,Desktop,7,1.98,0
SESS923451,CUST100785,2025-04-24,Mobile,6,2.21,0
SESS923452,CUST102927,2025-12-21,Mobile,3,4.66,0
SESS923453,CUST100339,2024-11-05,Mobile,4,1.12,0
SESS923454,CUST101155,2024-02-13,Desktop,6,1.82,0
SESS923455,CUST101443,2025-12-18,Mobile,6,4.45,0
SESS923456,CUST100553,2024-10-28,Mobile,2,3.05,1
SESS923457,CUST100123,2024-08-03,Mobile,10,2.85,1
SESS923458,CUST101127,2024-05-28,Desktop,6,11.3,0
SESS923459,CUST102221,2025-10-28,Mobile,6,2.88,0
SESS923460,CUST100961,2025-08-13,Desktop,4,6.04,0
SESS923461,CUST102208,2025-06-24,Mobile,5,6.99,0
SESS923462,CUST101301,2025-03-14,Mobile,8,17.65,0
SESS923463,CUST101431,2025-09-18,Tablet,4,6.13,0
SESS923464,CUST100396,2024-03-15,Mobile,7,4.49,0
SESS923465,CUST102051,2024-02-25,Desktop,5,2.11,0
SESS923466,CUST100696,2025-03-20,Mobile,4,2.26,0
SESS923467,CUST102153,2024-12-02,Mobile,4,9.49,0
SESS923468,CUST101121,2025-07-26,Mobile,4,3.45,0
SESS923469,CUST102094,2025-01-08,Desktop,4,3.19,1
SESS923470,CUST101263,2024-01-12,Mobile,5,5.32,0
SESS923471,CUST102483,2024-10-17,Mobile,4,12.04,0
SESS923472,CUST101087,2024-08-15,Mobile,2,0.59,0
SESS923473,CUST100996,2025-10-02,Mobile,6,1.55,0
SESS923474,CUST100926,2025-04-14,Mobile,5,2.22,0
SESS923475,CUST101083,2025-07-02,Desktop,3,2.42,0
SESS923476,CUST100583,2024-05-29,Desktop,8,0.6,0
SESS923477,CUST102828,2025-06-26,Mobile,3,15.05,0
SESS923478,CUST101354,2025-04-17,Desktop,4,5.57,0
SESS923479,CUST102510,2024-02-06,Desktop,5,2.98,0
SESS923480,CUST102306,2024-11-29,Desktop,6,6.9,1
SESS923481,CUST101063,2025-07-18,Mobile,6,1.44,0
SESS923482,CUST102129,2025-11-29,Mobile,2,4.16,0
SESS923483,CUST100974,2025-01-16,Mobile,3,1.05,0
SESS923484,CUST102338,2025-09-19,Mobile,5,6.47,0
SESS923485,CUST100755,2024-03-11,Mobile,5,9.05,0
SESS923486,CUST100516,2025-09-26,Mobile,6,0.94,0
SESS923487,CUST102508,2024-02-06,Mobile,6,0.78,0
SESS923488,CUST101033,2025-12-02,Mobile,8,8.59,0
SESS923489,CUST100220,2025-02-20,Mobile,6,1.41,0
SESS923490,CUST101820,2024-10-24,Mobile,5,0.6,1
SESS923491,CUST100546,2025-02-13,Mobile,4,6.44,0
SESS923492,CUST101247,2025-04-21,Mobile,3,3.38,0
SESS923493,CUST101756,2025-01-17,Mobile,7,4.79,0
SESS923494,CUST101511,2024-01-29,Tablet,4,7.93,0
SESS923495,CUST100520,2024-04-03,Mobile,3,1.93,0
SESS923496,CUST101089,2024-09-05,Mobile,6,1.94,0
SESS923497,CUST102205,2025-01-23,Desktop,6,2.8,0
SESS923498,CUST102540,2024-09-05,Mobile,3,4.92,0
SESS923499,CUST102062,2025-03-04,Mobile,11,4.72,0
SESS923500,CUST102951,2025-10-15,Desktop,6,12.55,0
SESS923501,CUST102669,2025-09-19,Mobile,9,1.41,0
SESS923502,CUST102883,2025-09-26,Desktop,4,0.91,0
SESS923503,CUST102242,2024-05-23,Desktop,4,1.37,0
SESS923504,CUST101392,2025-01-07,Desktop,9,6.55,1
SESS923505,CUST102545,2024-11-28,Mobile,5,0.95,1
SESS923506,CUST100519,2024-01-17,Mobile,6,3.12,0
SESS923507,CUST101220,2025-02-02,Desktop,3,5.11,0
SESS923508,CUST101663,2025-10-23,Tablet,4,1.91,0
SESS923509,CUST101482,2024-11-21,Mobile,4,6.87,0
SESS923510,CUST101957,2025-04-30,Mobile,3,0.63,0
SESS923511,CUST102956,2024-05-05,Mobile,1,5.38,0
SESS923512,CUST100883,2024-02-11,Desktop,6,5.77,0
SESS923513,CUST101651,2025-11-10,Mobile,3,2.23,0
SESS923514,CUST100174,2025-06-17,Desktop,10,8.14,1
SESS923515,CUST102891,2024-08-01,Desktop,2,3.91,0
SESS923516,CUST102477,2024-08-10,Mobile,2,3.88,1
SESS923517,CUST102922,2024-03-04,Mobile,4,2.54,0
SESS923518,CUST101379,2024-04-15,Mobile,5,4.19,0
SESS923519,CUST102320,2025-09-26,Tablet,3,2.07,0
SESS923520,CUST100518,2024-10-05,Desktop,10,1.9,0
SESS923521,CUST100828,2024-09-22,Mobile,4,1.43,1
SESS923522,CUST101045,2025-10-19,Desktop,2,1.59,0
SESS923523,CUST100873,2025-06-29,Desktop,5,1.26,1
SESS923524,CUST100818,2024-08-11,Mobile,9,2.7,0
SESS923525,CUST102950,2025-07-24,Mobile,6,6.55,0
SESS923526,CUST101950,2025-04-04,Desktop,6,3.42,0
SESS923527,CUST100050,2024-07-15,Mobile,7,3.1,0
SESS923528,CUST102491,2025-10-12,Mobile,3,5.81,0
SESS923529,CUST101428,2024-08-30,Desktop,6,7.42,0
SESS923530,CUST102297,2024-01-26,Mobile,6,8.06,1
SESS923531,CUST102149,2024-05-28,Mobile,6,2.57,0
SESS923532,CUST101045,2024-03-22,Desktop,8,1.66,0
SESS923533,CUST100165,2024-05-01,Desktop,12,5.07,0
SESS923534,CUST102842,2024-04-10,Mobile,7,4.64,0
SESS923535,CUST102346,2025-01-19,Mobile,6,20.03,0
SESS923536,CUST100250,2024-07-17,Mobile,7,5.06,0
SESS923537,CUST100965,2024-07-14,Mobile,4,1.56,0
SESS923538,CUST100176,2024-09-20,Mobile,4,7.61,0
SESS923539,CUST100959,2024-05-27,Mobile,8,0.96,0
SESS923540,CUST101316,2025-11-07,Desktop,5,6.38,0
SESS923541,CUST102715,2024-04-07,Desktop,2,0.69,0
SESS923542,CUST101761,2024-12-29,Desktop,3,1.48,0
SESS923543,CUST101343,2024-12-28,Tablet,9,1.4,1
SESS923544,CUST101679,2024-06-21,Desktop,4,1.72,0
SESS923545,CUST102527,2025-10-11,Desktop,9,3.71,0
SESS923546,CUST102309,2025-10-23,Desktop,2,6.27,0
SESS923547,CUST102839,2025-08-13,Desktop,3,4.36,0
SESS923548,CUST102645,2024-05-03,Mobile,6,1.22,0
SESS923549,CUST102395,2024-08-24,Mobile,1,1.44,0
SESS923550,CUST101364,2025-02-23,Mobile,4,4.45,0
SESS923551,CUST101069,2024-12-24,Desktop,6,5.22,0
SESS923552,CUST101441,2024-10-15,Mobile,2,3.02,0
SESS923553,CUST101380,2024-11-02,Desktop,7,4.66,0
SESS923554,CUST102713,2024-06-19,Mobile,6,5.99,0
SESS923555,CUST101792,2025-11-02,Mobile,6,7.22,0
SESS923556,CUST102659,2024-07-20,Tablet,3,3.02,0
SESS923557,CUST101428,2024-06-14,Mobile,3,0.67,0
SESS923558,CUST101779,2024-07-14,Tablet,3,0.65,1
SESS923559,CUST101537,2024-01-16,Mobile,5,1.49,0
SESS923560,CUST101600,2025-06-17,Desktop,8,0.54,0
SESS923561,CUST100859,2025-07-05,Mobile,5,3.46,0
SESS923562,CUST100003,2024-04-12,Mobile,5,9.47,0
SESS923563,CUST100800,2025-08-05,Mobile,7,1.83,0
SESS923564,CUST101105,2025-04-30,Mobile,7,7.15,0
SESS923565,CUST100607,2024-10-25,Mobile,3,2.14,1
SESS923566,CUST101319,2024-02-18,Mobile,9,4.22,1
SESS923567,CUST102824,2024-08-31,Mobile,6,8.73,0
SESS923568,CUST100587,2025-03-27,Desktop,8,9.15,1
SESS923569,CUST102814,2025-12-17,Mobile,5,0.85,0
SESS923570,CUST102995,2025-04-16,Mobile,3,2.14,0
SESS923571,CUST101445,2025-01-28,Mobile,3,1.45,0
SESS923572,CUST102536,2025-09-24,Mobile,8,5.34,0
SESS923573,CUST100868,2025-08-05,Mobile,3,11.09,0
SESS923574,CUST101064,2024-10-08,Desktop,6,3.66,0
SESS923575,CUST102491,2025-03-19,Mobile,6,7.57,0
SESS923576,CUST100379,2025-04-07,Mobile,5,2.56,0
SESS923577,CUST102113,2024-04-28,Desktop,12,2.3,0
SESS923578,CUST100085,2024-12-13,Desktop,11,3.95,0
SESS923579,CUST102352,2025-02-25,Mobile,5,8.99,0
SESS923580,CUST102212,2024-10-08,Mobile,4,6.9,0
SESS923581,CUST100996,2024-12-09,Mobile,8,1.5,0
SESS923582,CUST102025,2025-04-03,Desktop,7,4.81,1
SESS923583,CUST102907,2025-05-22,Mobile,5,1.39,0
SESS923584,CUST101526,2025-12-24,Desktop,1,1.77,1
SESS923585,CUST100607,2025-05-21,Desktop,6,1.07,0
SESS923586,CUST102005,2024-04-29,Mobile,5,1.47,1
SESS923587,CUST102621,2025-10-11,Mobile,7,11.87,0
SESS923588,CUST100578,2024-10-15,Desktop,5,1.79,1
SESS923589,CUST100526,2025-01-03,Mobile,8,7.92,0
SESS923590,CUST101345,2024-02-26,Mobile,3,0.87,0
SESS923591,CUST101211,2025-01-07,Desktop,6,2.56,0
SESS923592,CUST101988,2025-10-22,Desktop,5,14.07,0
SESS923593,CUST101803,2024-07-07,Mobile,5,2.89,0
SESS923594,CUST101751,2025-12-10,Desktop,5,2.88,0
SESS923595,CUST100012,2025-07-22,Mobile,8,1.97,0
SESS923596,CUST100911,2024-11-28,Mobile,2,0.51,0
SESS923597,CUST100508,2024-04-17,Mobile,4,0.88,0
SESS923598,CUST102738,2024-03-27,Mobile,4,2.5,0
SESS923599,CUST100971,2024-03-02,Desktop,8,1.18,0
SESS923600,CUST101815,2024-07-25,Desktop,5,3.0,0
SESS923601,CUST101962,2025-11-25,Desktop,9,2.97,0
SESS923602,CUST101719,2025-02-13,Desktop,4,1.25,0
SESS923603,CUST101674,2025-02-04,Desktop,3,1.63,1
SESS923604,CUST100024,2025-11-15,Mobile,3,9.08,0
SESS923605,CUST101861,2025-01-03,Mobile,3,6.26,0
SESS923606,CUST100586,2025-07-22,Mobile,5,1.51,0
SESS923607,CUST102125,2024-06-18,Mobile,5,2.3,0
SESS923608,CUST102830,2024-04-20,Mobile,2,3.15,0
SESS923609,CUST101511,2024-03-18,Mobile,3,0.59,0
SESS923610,CUST102391,2024-12-19,Mobile,3,1.16,0
SESS923611,CUST102043,2024-03-22,Mobile,4,16.22,0
SESS923612,CUST102730,2024-05-14,Mobile,4,2.15,0
SESS923613,CUST102597,2025-04-15,Mobile,3,5.04,0
SESS923614,CUST102774,2024-11-28,Mobile,2,1.83,0
SESS923615,CUST101143,2024-07-20,Mobile,5,3.21,0
SESS923616,CUST101871,2024-01-16,Mobile,5,4.53,0
SESS923617,CUST102708,2025-06-23,Mobile,4,1.43,1
SESS923618,CUST102865,2024-03-09,Mobile,3,25.08,0
SESS923619,CUST100337,2024-09-22,Tablet,3,0.76,0
SESS923620,CUST102109,2024-11-29,Mobile,5,2.18,1
SESS923621,CUST102809,2024-06-05,Mobile,3,4.61,0
SESS923622,CUST100559,2024-10-07,Mobile,4,0.7,1
SESS923623,CUST101712,2024-07-13,Mobile,5,2.98,0
SESS923624,CUST100478,2024-08-11,Tablet,3,3.49,0
SESS923625,CUST101309,2024-11-24,Desktop,3,7.22,0
SESS923626,CUST102944,2024-02-15,Desktop,6,3.35,0
SESS923627,CUST102621,2025-04-18,Desktop,1,6.09,0
SESS923628,CUST100469,2025-09-09,Desktop,5,0.67,0
SESS923629,CUST100592,2024-07-29,Desktop,3,3.51,0
SESS923630,CUST102351,2025-11-17,Desktop,4,4.83,0
SESS923631,CUST101258,2025-03-11,Mobile,8,8.39,0
SESS923632,CUST100893,2025-04-08,Mobile,2,12.39,0
SESS923633,CUST101232,2024-03-23,Desktop,6,4.91,0
SESS923634,CUST100024,2024-09-29,Mobile,3,6.58,0
SESS923635,CUST100748,2025-08-14,Desktop,3,0.66,0
SESS923636,CUST100605,2024-02-02,Mobile,6,0.52,0
SESS923637,CUST102066,2025-05-27,Mobile,6,3.62,0
SESS923638,CUST102966,2024-07-23,Mobile,7,3.84,0
SESS923639,CUST101758,2024-10-09,Tablet,5,10.15,0
SESS923640,CUST102973,2025-02-16,Desktop,4,4.11,0
SESS923641,CUST102181,2025-06-18,Mobile,5,3.85,0
SESS923642,CUST101256,2025-09-16,Mobile,5,5.63,0
SESS923643,CUST101597,2024-01-10,Desktop,6,4.42,0
SESS923644,CUST102643,2024-08-29,Mobile,5,13.65,0
SESS923645,CUST102651,2025-01-06,Desktop,8,5.22,0
SESS923646,CUST101957,2025-04-16,Mobile,6,4.69,1
SESS923647,CUST102104,2024-03-18,Mobile,8,12.1,0
SESS923648,CUST100225,2025-06-10,Desktop,6,9.71,0
SESS923649,CUST100731,2024-09-06,Mobile,3,1.35,0
SESS923650,CUST102316,2025-08-01,Mobile,4,1.43,1
SESS923651,CUST102708,2024-05-31,Desktop,8,3.18,1
SESS923652,CUST100740,2024-07-07,Mobile,6,0.51,1
SESS923653,CUST101678,2024-10-25,Desktop,5,6.29,0
SESS923654,CUST102393,2024-10-21,Mobile,3,4.47,0
SESS923655,CUST101360,2025-01-23,Mobile,2,1.29,0
SESS923656,CUST100371,2024-12-10,Desktop,4,4.55,0
SESS923657,CUST101196,2025-04-24,Tablet,2,11.76,1
SESS923658,CUST100092,2024-05-25,Mobile,2,5.0,0
SESS923659,CUST101321,2025-10-08,Mobile,3,1.23,0
SESS923660,CUST101748,2025-06-19,Desktop,4,6.86,0
SESS923661,CUST100882,2024-08-09,Tablet,7,7.12,0
SESS923662,CUST102730,2025-10-20,Mobile,3,4.18,0
SESS923663,CUST100391,2025-02-08,Mobile,4,7.65,1
